1,INVITATION TO BID,BOARD AND LODGING FOR THE ASSESSORS MANUAL RESOURCE PACKAGING,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/PrintableBidNoticeAbstractUI.aspx?refid=9330364,0000,0000,NULL,2022/12/08 0:00,2022/12/13 0:00,NULL,9330364,NULL,active
2,INVITATION TO BID, Procurement of Office and Janitorial Supplies, https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/PrintableBidNoticeAbstractUI.aspx?refid=9348275,0000,0000,NULL,2022/12/14 0:00,2022/12/19 0:00,NULL,9348275,NULL,active
3,INVITATION TO BID,Procurement of Ink and Toners, https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/PrintableBidNoticeAbstractUI.aspx?refid=9348227,0000,0000,NULL,2022/12/14 0:00,2022/12/19 0:00,NULL,9348227,NULL,active
4,INVITATION TO BID,Supplies for the Evaluation of MOVs for the Year End Accomplishment cum PRIME Awarding Ceremonies for the Seal of Office Achievement Reform and Recognition 2022, https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/PrintableBidNoticeAbstractUI.aspx?refid=9348195,0000,0000,NULL,2022/12/14 0:00,2022/12/19 0:00,NULL,9348195,NULL,active
5,INVITATION TO BID,Venue and Meals for the Evaluation of MOVs for the Year End Accomplishment cum PRIME Awarding Ceremonies for the Seal of Office Achievement Reform and Recognition 2022, https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/PrintableBidNoticeAbstractUI.aspx?refid=9348149,0000,0000,NULL,2022/12/14 0:00,2022/12/19 0:00,NULL,9348149,NULL,active
6,INVITATION TO BID,Various Materials for the Schools Division Office,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/PrintableBidNoticeAbstractUI.aspx?refid=9348109,0000,0000,NULL,2022/12/14 0:00,2022/12/19 0:00,NULL,9348109,NULL,active
7,INVITATION TO BID,Materials for the Proposed Additional Storage Room of DCS, https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/PrintableBidNoticeAbstractUI.aspx?refid=9348092,0000,0000,NULL,2022/12/14 0:00,2022/12/19 0:00,NULL,9348092,NULL,active
8,INVITATION TO BID,Supplies and Materials for ID Printer,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/PrintableBidNoticeAbstractUI.aspx?refid=9348044,0000,0000,NULL,2022/12/14 0:00,2022/12/19 0:00,NULL,9348044,NULL,active
9,INVITATION TO BID,Supplies and Materials for ICT Program Support,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/PrintableBidNoticeAbstractUI.aspx?refid=9348027,0000,0000,NULL,2022/12/14 0:00,2022/12/19 0:00,NULL,9348027,NULL,active
10,INVITATION TO BID, Procurement of ICT Supplies and Peripherals,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/PrintableBidNoticeAbstractUI.aspx?refid=9347993,0000,0000,NULL,2022/12/14 0:00,2022/12/19 0:00,NULL,9347993,NULL,active
11,INVITATION TO BID,Support Supplies for Bayanihan Laptops Recipients,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/PrintableBidNoticeAbstractUI.aspx?refid=9347964,0000,0000,NULL,2022/12/14 0:00,2022/12/19 0:00,NULL,9347964,NULL,active
12,INVITATION TO BID,Procurement of Printers for Computer Laboratories, https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/PrintableBidNoticeAbstractUI.aspx?refid=9347925,0000,0000,NULL,2022/12/14 0:00,2022/12/19 0:00,NULL,9347925,NULL,active
13,INVITATION TO BID,"Procurement of Tools and Equipment for Animation NCII, Technical Drafting, Caregiving, and Computer Systems Servicing", https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/PrintableBidNoticeAbstractUI.aspx?refid=9357535,0000,0000,NULL,2022/12/16 0:00,2022/12/20 0:00,NULL,9357535,NULL,active
14,INVITATION TO BID,Procurement of TVL Learning Tools and Equipment (Oven Gas Range), https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/PrintableBidNoticeAbstractUI.aspx?refid=9357490,0000,0000,NULL,2022/12/16 0:00,2022/12/20 0:00,NULL,9357490,NULL,active
15,INVITATION TO BID,"Board and Lodging for the Creative, Experiental, and Reflective In-Service Training for School Heads and Divisions Office Leaders", https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/PrintableBidNoticeAbstractUI.aspx?refid=9367451,0000,0000,NULL,2022/12/21 0:00,2022/12/26 0:00,NULL,9367451,NULL,active
16,INVITATION TO BID,Procurement of Various Appliances for SDO Manila, https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/PrintableBidNoticeAbstractUI.aspx?refid=9371788,0000,0000,NULL,2022/12/22 0:00,2022/12/27 0:00,NULL,9371788,NULL,active
17,INVITATION TO BID,Procurement of 3-in-1 Continuous Ink Sets for Elementary Schools, https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/PrintableBidNoticeAbstractUI.aspx?refid=9372588,0000,0000,NULL,2022/12/22 0:00,2022/12/27 0:00,NULL,9372588,NULL,active
18,INVITATION TO BID, Procurement of Bond Papers for Elementary Schools, https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/PrintableBidNoticeAbstractUI.aspx?refid=9372632,0000,0000,NULL,2022/12/22 0:00,2022/12/27 0:00,NULL,9372632,NULL,active
19,INVITATION TO BID,Procurement of Toner and Master Rolls for Elementary School, https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/PrintableBidNoticeAbstractUI.aspx?refid=9372613,0000,0000,NULL,2022/12/22 0:00,2022/12/27 0:00,NULL,9372613,NULL,active
20,INVITATION TO BID,Procurement of Supplies and Materials for Various Trainings, https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/PrintableBidNoticeAbstractUI.aspx?refid=9373941,0000,0000,NULL,2022/12/23 0:00,2022/12/28 0:00,NULL,9373941,NULL,active
21,INVITATION TO BID,Audio Sound System Materials, https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/PrintableBidNoticeAbstractUI.aspx?refid=9377819,0000,0000,NULL,2022/12/24 0:00,2022/12/27 0:00,NULL,9377819,NULL,active
22,INVITATION TO BID,Supplies and Materials for the Installation of Additional Hardware in SDO Conference, https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/PrintableBidNoticeAbstractUI.aspx?refid=9377842,0000,0000,NULL,2022/12/24 0:00,2022/12/27 0:00,NULL,9377842,NULL,active
23,INVITATION TO BID,Procurement of Face Masks and Vitamins, https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/PrintableBidNoticeAbstractUI.aspx?refid=9377855,0000,0000,NULL,2022/12/24 0:00,2022/12/27 0:00,NULL,9377855,NULL,active
24,INVITATION TO BID,Procurement of Smart TV for Schools, https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/PrintableBidNoticeAbstractUI.aspx?refid=9377925,0000,0000,NULL,2022/12/24 0:00,2022/12/27 0:00,NULL,9377925,NULL,active
25,INVITATION TO BID,CY 2018 EDUCATION FACILITIES FUND (BEFF) REPAIR OF CLASSROOM , https://drive.google.com/file/d/1pdPus7q_o7orbPpu1gSIFbKrw1onrkRI/view,0000,0000,NULL,2018/03/16 0:00,2023/08/03 0:00,NULL,0,NULL,active
26,INVITATION TO BID,CY 2018 BASIC EDUCATION FACILITIES FUND REPAIR OF CLASSROOM, https://drive.google.com/file/d/1zOxk-gRp9mo9RmWRJnfMEoHeCyGA_AHC/view,0000,0000,NULL,2018/03/05 0:00,2023/08/03 0:00,NULL,0,NULL,active
27,INVITATION TO BID,CY 2018 BASIC EDUCATION FACILITIES FUND (BEFF) REPAIR OF CLASROOM (BATCH 2), https://drive.google.com/file/d/10lTmtRxTC37LQ2P6TMZoJpGbN0zRfIhV/view,0000,0000,NULL,2018/06/08 0:00,2023/08/05 0:00,NULL,0,NULL,active
28,TRANSPARENCY BOARD,Approved Budget And Corresponding Targets,NULL,0000,0000,TRANSPARENCY BOARD FILES,NULL,NULL,NULL,NULL,NULL,active
29,TRANSPARENCY BOARD,Modification made Pursuant to the General and Special Provisions in this Act,NULL,0000,0000,TRANSPARENCY BOARD FILES,NULL,NULL,NULL,NULL,NULL,active
30,TRANSPARENCY BOARD,"Contracts Awarded with Suppliers, Contractors, or Consultants",https://docs.google.com/spreadsheets/d/e/2PACX-1vTNeBhR7uBec6lwJ4T7RMlkPfwy0Bc3hKhBkVZOEy7FHxlemxjYClrOm__hiO-5t70_OLZMapUUZ2gG/pubhtml?gid=98969648&single=true,0000,0000,TRANSPARENCY BOARD FILES,NULL,NULL,NULL,NULL,NULL,active
31,TRANSPARENCY BOARD,"Major Activities or Projects, and Target Benificiaries",NULL,0000,0000,TRANSPARENCY BOARD FILES,NULL,NULL,NULL,NULL,NULL,active
32,TRANSPARENCY BOARD,"Status of Implementation, Evaluation, or Assesment Reports",NULL,0000,0000,TRANSPARENCY BOARD FILES,NULL,NULL,NULL,NULL,NULL,active
33,TRANSPARENCY BOARD,Budget and Financial Accountability Reports,NULL,0000,0000,TRANSPARENCY BOARD FILES,NULL,NULL,NULL,NULL,NULL,active
34,TRANSPARENCY BOARD,People's Freedom of Information (FOI) Manual,NULL,0000,0000,TRANSPARENCY BOARD FILES,NULL,NULL,NULL,NULL,NULL,active
35,TRANSPARENCY BOARD,Annual Reports on the Status of Income Authorized bt law to be retained or used and be deposited outised of the expenditures,NULL,0000,0000,TRANSPARENCY BOARD FILES,NULL,NULL,NULL,NULL,NULL,active
36,TRANSPARENCY BOARD,Agency Review and Compliance Procedure of Statements and Financial Disclosures,NULL,0000,0000,TRANSPARENCY BOARD FILES,NULL,NULL,NULL,NULL,NULL,active
37,TRANSPARENCY BOARD,ARTA Scorecards,NULL,0000,0000,TRANSPARENCY BOARD FILES,NULL,NULL,NULL,NULL,NULL,active
38,TRANSPARENCY BOARD,2021 Annual Procurement Plan Infrastructure,http://depedmanila.net:5000/d/s/xCOZd6Q0vqd23jRmxCJsA0HzGjQYLXZa/1YOfaHDgMtAOgj6OzmXA_M-VAWqBbDcE-hrUASVUgHws,0000,2021,APP,NULL,NULL,NULL,NULL,APP,active
39,TRANSPARENCY BOARD,2023 Annual Procurement Plan CSE,http://depedmanila.net:5000/d/s/xCOZdP0jx9myWTprHA1pvthxsCWx2AXl/TeFom5_PLoAc9Lq1jAXtOy3uXbnpXlu8-jLVgml0gHws,0000,2023,APP,NULL,NULL,NULL,NULL,APP,active
40,TRANSPARENCY BOARD,2024 Annual Procurement Plan Non-CSE,http://depedmanila.net:5000/d/s/xCOZbg8lTWEZlQI7kPEwC9r8MKjMzT7y/WW5Fhvni3-pNeG0AwSFLWFUO9zOabpV6-m7Wg32UgHws,0000,2024,APP,NULL,NULL,NULL,NULL,APP,active
41,TRANSPARENCY BOARD,SDO Manila Annual Procurement Plan for FY 2024 (MOOE),http://depedmanila.net:5000/d/s/xCOZcjzhefIjTSVvnYZe3aGuDnW20m53/WmOmepwo3bkCkJR6u-Mj7JxIDkxnji2d-vbWgrYggHws,0000,2024,APP,NULL,NULL,NULL,NULL,APP,active
42,TRANSPARENCY BOARD,SDO Manila Annual Procurement Plan for FY 2024 (HRTD),http://depedmanila.net:5000/d/s/xCOZcMQzrDSu3e56Mny1e8HSWcxlUxwu/gaRVjI3S_UMtCyN1ra1LjkcOQTS8hOdd-t7UA0oIgHws,0000,2024,APP,NULL,NULL,NULL,NULL,APP,active
